N,P,K,ph,temperature,rainfall,humidity,label
11,71,24,5.6066203460000015,21.14011423,141.6056722,22.7182355,kidneybeans
37,74,15,5.582178402,24.92360104,62.7089169,18.22590825,kidneybeans
25,76,24,5.56503533,15.33042636,135.3315583,24.91506728,kidneybeans
34,66,17,5.889614577000001,18.81097271,125.084915,21.27833035,kidneybeans
20,69,15,5.934136378,23.44260668,107.4137246,22.77255917,kidneybeans
37,65,16,5.683548308,22.8352024,63.59276673,18.97267518,kidneybeans
18,74,15,5.70836603,24.9035819,146.4727237,22.27512704,kidneybeans
4,67,25,5.948164454,23.78709569,119.6404412,24.35679348,kidneybeans
37,56,25,5.7747551439999985,22.05592283,126.7265372,19.60379304,kidneybeans
5,59,15,5.97229163,18.87492997,134.1811718,20.18238348,kidneybeans
11,61,21,5.532100554,18.62328774,135.33780330000002,23.02410338,kidneybeans
22,80,20,5.669560726,23.00884744,100.118612,18.86880997,kidneybeans
12,61,19,5.655726817000001,19.33162606,68.51253427,24.13995025,kidneybeans
5,74,21,5.5917040139999985,16.24469193,66.97053257,21.35793891,kidneybeans
27,69,22,5.932323085,17.91652287,69.14681022,24.90814655,kidneybeans
31,75,18,5.8242083089999985,15.46789263,88.88796102,21.43780702,kidneybeans
36,68,20,5.86442953,17.06104474,81.83420522,23.77201471,kidneybeans
5,65,16,5.866744372,21.32776028,109.1013261,18.48522915,kidneybeans
32,79,15,5.706198621,23.90910104,81.60211243,20.74619325,kidneybeans
11,78,22,5.940546818,23.89756791,112.6616435,22.74378977,kidneybeans
0,55,22,5.916779289,22.98666928,143.85849380000005,20.57940608,kidneybeans
14,59,15,5.779090476,21.35135729,146.4548645,22.91244883,kidneybeans
29,68,23,5.82738029,24.1638445,116.7324324,19.27907819,kidneybeans
32,68,19,5.514234138,24.62835037,149.7441028,18.18325169,kidneybeans
17,64,17,5.662699104,21.02213209,124.6118471,24.93896255,kidneybeans
13,69,19,5.86390397,17.30844532,115.199245,20.01730914,kidneybeans
14,67,22,5.624690247999999,23.82576704,84.64143632,24.75485098,kidneybeans
9,69,20,5.591560999,19.30607278,129.3449326,23.96362799,kidneybeans
20,73,22,5.976312537999999,16.03768615,130.3900798,22.33195853,kidneybeans
40,78,20,5.669236258,19.18572809,80.15293435,20.83398341,kidneybeans
27,72,23,5.961934481,19.92889503,64.02640797,21.79992115,kidneybeans
14,67,15,5.690065688,19.56376468,139.2921004,24.67385131,kidneybeans
7,56,18,5.698371311,18.31357543,76.14153904,24.32991649,kidneybeans
27,65,18,5.59503163,20.10993761,73.36386477,23.22323766,kidneybeans
